Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
1329,Great Basin College,Elko ,Nevada,West,1967,4999,299,Rural,40.835734,-115.759456,1
1331,University of Pikeville,Pikeville ,Kentucky,Southeast,1889,2999,199,Rural,37.479465,-82.51967,1
1344,Southern University at New Orleans,New Orleans ,Louisiana,Southeast,1956,3999,199,Urban,29.950621,-90.074948,1
1345,Northwestern Health Sciences University,Bloomington ,Minnesota,Midwest,1941,1999,199,Urban,44.826255,-93.303856,1
1347,Warner Pacific College,Portland ,Oregon,West,1937,999,99,Urban,45.516018,-122.681425,1
1365,Louisiana State University of Alexandria,Alexandria ,Louisiana,Southeast,1961,4999,199,Rural,31.2931,-92.463284,1
1370,Covenant College,Lookout Mountain ,Georgia,Southeast,1955,1999,99,Suburban,34.981984,-85.361135,1
1383,College of Saint Mary,Omaha ,Nebraska,Midwest,1923,1999,99,Urban,41.258652,-95.937195,1
1393,Heritage University,Toppenish ,Washington,West,1907,1999,199,Rural,46.375097,-120.311193,1
1394,Pacific Northwest College of Art,Portland ,Oregon,West,1910,999,199,Urban,45.516018,-122.681425,1
1395,William Jessup University,Rocklin ,California,West,1939,1999,299,Rural,38.792326,-121.23981,1
1400,Dickinson State University,Dickinson ,North Dakota,Midwest,1987,1999,199,Rural,46.878989,-102.789866,1
1401,Bismarck State College,Bismarck ,North Dakota,Midwest,1939,4999,199,Urban,46.80537,-100.781609,1
1408,The University of Texas Health Science Center at Tyler,Tyler ,Texas,Southwest,1947,250,199,Urban,32.350763,-95.300644,1
1417,Corban University,Salem ,Oregon,West,1935,1999,199,Suburban,44.939016,-123.039307,1
1423,Columbia Basin College,Pasco ,Washington,West,1955,9999,199,Suburban,46.241552,-119.117372,1
1428,Multnomah University,Portland ,Oregon,West,1936,999,99,Urban,45.516018,-122.681425,1
1441,Nebraska Methodist College,Omaha ,Nebraska,Midwest,1891,1999,99,Urban,41.258652,-95.937195,1
1461,The University of Montana Western,Dillon ,Montana,West,1893,1999,199,Rural,45.21469,-112.634606,1
1465,University of Western States,Portland ,Oregon,West,1904,1999,99,Urban,45.516018,-122.681425,1
1467,York College,York ,Nebraska,Midwest,1890,999,99,Rural,40.868917,-97.591772,1
1470,Western Nevada College,Carson City ,Nevada,West,1971,4999,499,Rural,39.16458,-119.766919,1
1474,Clarkson College,Omaha ,Nebraska,Midwest,1888,1999,99,Urban,41.258652,-95.937195,1
1476,"Union College, Kentucky",Barbourville ,Kentucky,Southeast,1879,1999,99,Rural,36.867283,-83.889121,1
1477,University of Alaska Anchorage,Anchorage ,Alaska,Outside,1954,24999,1499,Urban,61.216583,-149.899597,1
1482,Parker University,Dallas ,Texas,Southwest,1982,1999,199,Urban,32.777977,-96.796215,1
1486,Louisiana State University Health Sciences Center-Shreveport,Shreveport ,Louisiana,Southeast,1969,1999,599,Urban,32.51424,-93.747757,1
1490,Pacifica Graduate Institute,Carpinteria ,California,West,1974,999,199,Suburban,34.398922,-119.518363,1
1496,Bushnell University,Eugene ,Oregon,West,1895,1999,50,Urban,44.052153,-123.091195,1
1498,Life Pacific College,San Dimas ,California,West,1923,999,99,Suburban,34.106678,-117.802753,1
1501,Adler Graduate School,Minnetonka ,Minnesota,Midwest,1969,499,99,Suburban,44.938058,-93.466322,1
1516,Central Baptist College,Conway ,Arkansas,Southeast,1952,999,199,Urban,35.091798,-92.4367,1
1524,North Central University,Minneapolis ,Minnesota,Midwest,1930,1999,99,Urban,44.977479,-93.264346,1
1527,Livingstone College,Salisbury ,North Carolina,Southeast,1879,1999,99,Suburban,35.668328,-80.470993,1
1534,Criswell College,Dallas ,Texas,Southwest,1970,499,50,Urban,32.777977,-96.796215,1
1536,Amberton University,Garland ,Texas,Southwest,1971,2999,99,Suburban,32.914343,-96.636564,1
1538,Barclay College,Haviland ,Kansas,Midwest,1917,499,50,Rural,37.617368,-99.10487,1
1539,Midland University,Fremont ,Nebraska,Midwest,1883,1999,50,Rural,41.435822,-96.498494,1
1540,Texas A&M University-Texarkana,Texarkana ,Texas,Southwest,1971,2999,199,Suburban,33.44221,-94.06408,1
1542,Columbia College Hollywood,Tarzana ,California,West,1952,999,99,Urban,34.173302,-118.553101,1
1555,"Union College, Nebraska",Lincoln ,Nebraska,Midwest,1891,999,99,Urban,40.813599,-96.70261,1
1559,Pardee RAND Graduate School,Santa Monica ,California,West,1970,250,50,Urban,34.010932,-118.491512,1
1566,Touro University California,Vallejo ,California,West,1997,1999,399,Urban,38.101088,-122.254959,1
1570,Texas College,Tyler ,Texas,Southwest,1894,1999,99,Urban,32.350763,-95.300644,1
1575,Mayville State University,Mayville ,North Dakota,Midwest,1889,1999,99,Rural,47.498067,-97.324384,1
1577,Dallas Christian College,Dallas ,Texas,Southwest,1950,499,50,Suburban,32.777977,-96.796215,1
1582,Simpson University,Redding ,California,West,1921,1999,99,Urban,40.574637,-122.38109,1
1590,Southern University Law Center,Baton Rouge ,Louisiana,Southeast,1947,999,99,Urban,30.443319,-91.187488,1
1597,Wiley College,Marshall ,Texas,Southwest,1873,1999,99,Rural,32.545002,-94.363315,1
1611,Philander Smith College,Little Rock ,Arkansas,Southeast,1882,1999,99,Urban,34.748745,-92.275105,1
1618,Dunwoody College of Technology,Minneapolis ,Minnesota,Midwest,1914,1999,199,Urban,44.977479,-93.264346,1
1627,Bethany Lutheran College,Mankato ,Minnesota,Midwest,1927,999,99,Urban,44.166117,-94.005587,1
1632,Arkansas Baptist College,Little Rock ,Arkansas,Southeast,1884,999,99,Urban,34.748745,-92.275105,1
1646,Oak Hills Christian College,Bemidji ,Minnesota,Midwest,1946,250,50,Rural,47.472647,-94.879661,1
1650,Alaska Bible College,Palmer ,Alaska,Outside,1966,250,50,Rural,61.599411,-149.122551,1
1655,The School of Architecture,Cosanti ,Arizona,Southwest,1932,250,50,Suburban,34.29323,-111.6646,1
1662,Boise Bible College,Boise ,Idaho,West,1945,250,50,Suburban,43.615791,-116.201579,1
1690,San Joaquin College of Law,Clovis ,California,West,1969,250,50,Suburban,36.823982,-119.696376,1
1691,Dharma Realm Buddhist University,Ukiah ,California,West,1976,250,50,Rural,39.149997,-123.207635,1
1695,Dominican School of Philosophy & Theology,Berkeley ,California,West,1932,250,50,Urban,37.869058,-122.270455,1
1696,University of Holy Cross,New Orleans ,Louisiana,Southeast,1916,1999,199,Urban,29.950621,-90.074948,1
1697,The Wright Institute,Berkeley ,California,West,1969,999,99,Urban,37.869058,-122.270455,1
1699,Rocky Vista University,Parker ,Colorado,West,2006,999,199,Urban,39.518515,-104.762773,1
1703,Franciscan Missionaries of Our Lady University,Baton Rouge ,Louisiana,Southeast,1923,1999,99,Urban,30.443319,-91.187488,1
1723,Bellin College,Green Bay ,Wisconsin,Midwest,1909,999,50,Rural,44.513288,-88.013256,1
1724,Wade College,Dallas ,Texas,Southwest,1962,250,50,Urban,32.777977,-96.796215,1
1729,Bryan College of Health Sciences,Lincoln ,Nebraska,Midwest,2001,999,99,Urban,40.813599,-96.70261,1
1741,New Hope Christian College,Eugene ,Oregon,West,1925,250,N/A,Urban,44.052153,-123.091195,1
1744,Denver College of Nursing,Denver ,Colorado,West,,1999,199,Urban,39.738453,-104.984853,1
1757,Irell and Manella Graduate School of Biological Sciences,Duarte ,California,West,1994,250,50,Suburban,34.139586,-117.973256,1
1758,Antioch University Santa Barbara,Santa Barbara ,California,West,1977,499,199,Urban,34.420867,-119.698342,1
1763,Paul Quinn College,Dallas ,Texas,Southwest,1872,999,99,Urban,32.777977,-96.796215,1
