Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
1,Massachusetts Institute of Technology,Cambridge ,Massachusetts,Northeast,1861,14999,1499,Urban,42.365248,-71.105015,2
2,Harvard University,Cambridge ,Massachusetts,Northeast,1636,44999,2499,Urban,42.365248,-71.105015,2
3,Stanford University,Stanford ,California,West,1885,24999,2499,Suburban,37.437516,-122.165747,1
4,Cornell University,Ithaca ,New York,Northeast,1865,24999,2499,Urban,42.422372,-76.461572,2
5,"University of California, Berkeley",Berkeley ,California,West,1868,44999,2999,Urban,37.869058,-122.270455,2
6,Columbia University in the City of New York,New York City ,New York,Northeast,1754,34999,5000,Urban,40.713054,-74.007228,2
7,University of Michigan,Ann Arbor ,Michigan,Midwest,1817,45000,5000,Urban,42.281419,-83.748478,2
8,University of Washington,Seattle ,Washington,West,1861,45000,5000,Urban,47.603229,-122.33028,2
9,University of Pennsylvania,Philadelphia ,Pennsylvania,Northeast,1740,29999,5000,Urban,39.951061,-75.16562,2
10,University of Minnesota-Twin Cities,Minneapolis ,Minnesota,Midwest,1851,45000,4499,Urban,44.977479,-93.264346,1
11,Yale University,New Haven ,Connecticut,Northeast,1701,14999,4999,Urban,41.308252,-72.924161,2
12,"University of California, Los Angeles",Los Angeles ,California,West,1919,45000,5000,Urban,34.052238,-118.243344,2
13,Johns Hopkins University,Baltimore ,Maryland,Southeast,1876,34999,5000,Urban,39.290443,-76.612333,2
14,The University of Texas at Austin,Austin ,Texas,Southwest,1883,45000,3499,Urban,30.264979,-97.746598,1
15,New York University,New York City ,New York,Northeast,1831,45000,5000,Urban,40.713054,-74.007228,2
16,University of Wisconsin-Madison,Madison ,Wisconsin,Midwest,1848,45000,4999,Urban,43.073926,-89.385244,2
17,Purdue University,West Lafayette ,Indiana,Midwest,1869,45000,2499,Suburban,40.454773,-86.915695,2
18,Penn State University,University Park ,Pennsylvania,Northeast,1855,45000,4499,Rural,40.801899,-77.856697,2
19,Princeton University,Princeton ,New Jersey,Northeast,1746,8999,1499,Suburban,40.35198,-74.660744,2
20,Carnegie Mellon University,Pittsburgh ,Pennsylvania,Northeast,1900,19999,1499,Urban,40.442169,-79.994945,2
21,University of Southern California,Los Angeles ,California,West,1880,45000,5000,Urban,34.052238,-118.243344,2
22,University of Chicago,Chicago ,Illinois,Midwest,1891,19999,2999,Urban,41.883229,-87.632398,2
23,Arizona State University,Tempe ,Arizona,Southwest,1885,45000,2999,Urban,33.425522,-111.941253,3
24,University of Florida,Gainesville ,Florida,Southeast,1853,45000,5000,Urban,29.651958,-82.325024,1
25,Michigan State University,East Lansing ,Michigan,Midwest,1855,45000,3499,Urban,42.781472,-84.482761,2
26,"University of California, San Diego",San Diego ,California,West,1960,39999,3499,Urban,32.71576,-117.163817,4
27,University of Illinois at Urbana-Champaign,Champaign ,Illinois,Midwest,1867,45000,3499,Urban,40.116328,-88.243522,2
28,University of North Carolina at Chapel Hill,Chapel Hill ,North Carolina,Southeast,1789,34999,4999,Urban,35.910262,-79.055474,1
29,Duke University,Durham ,North Carolina,Southeast,1838,19999,4499,Urban,35.996948,-78.899023,1
30,Northwestern University,Evanston ,Illinois,Midwest,1851,29999,3499,Urban,42.052157,-87.687867,2
31,"University of California, Davis",Davis ,California,West,1905,39999,2999,Suburban,38.546421,-121.745384,2
32,Boston University,Boston ,Massachusetts,Northeast,1869,44999,3999,Urban,42.358894,-71.056742,2
33,University of Maryland,College Park ,Maryland,Southeast,1856,44999,4999,Suburban,38.987195,-76.946,3
34,"Rutgers, The State University of New Jersey",New Brunswick ,New Jersey,Northeast,1766,45000,5000,Urban,40.495921,-74.444139,2
35,"University of California, Irvine",Irvine ,California,West,1965,39999,2499,Urban,33.685908,-117.824719,4
36,The University of Arizona,Tucson ,Arizona,Southwest,1885,45000,3499,Urban,32.221878,-110.971225,2
37,Texas A&M University,College Station ,Texas,Southwest,1876,45000,3999,Urban,30.622373,-96.32585,1
38,The University of Utah,Salt Lake City ,Utah,West,1850,39999,3499,Urban,40.758478,-111.888142,2
39,University of Virginia,Charlottesville ,Virginia,Southeast,1819,29999,3499,Suburban,38.031046,-78.474159,1
40,The Ohio State University,Columbus ,Ohio,Midwest,1870,45000,5000,Urban,39.962649,-82.996216,1
41,University of Colorado Boulder,Boulder ,Colorado,West,1876,39999,3999,Urban,40.015831,-105.27927,2
42,North Carolina State University,Raleigh ,North Carolina,Southeast,1887,39999,2999,Urban,35.781295,-78.64167,1
43,Georgia Institute of Technology,Atlanta ,Georgia,Southeast,1885,34999,1499,Urban,33.748547,-84.391502,3
44,University of Pittsburgh,Pittsburgh ,Pennsylvania,Northeast,1787,34999,5000,Urban,40.442169,-79.994945,2
45,Indiana University Bloomington,Bloomington ,Indiana,Midwest,1820,45000,2999,Urban,39.166587,-86.534893,2
46,California Institute of Technology,Pasadena ,California,West,1891,2999,399,Urban,34.14955,-118.141452,2
47,Washington University in St. Louis,St. Louis ,Missouri,Midwest,1853,19999,3999,Suburban,38.630276,-90.200309,1
48,"University of California, Santa Barbara",Santa Barbara ,California,West,1921,29999,1499,Suburban,34.420867,-119.698342,1
49,Georgetown University,Washington ,District of Columbia,Northeast,1789,24999,2999,Urban,38.892062,-77.019912,2
50,Tufts University,Medford ,Massachusetts,Northeast,1852,14999,1999,Suburban,42.418557,-71.106454,2
51,University of Nebraska-Lincoln,Lincoln ,Nebraska,Midwest,1869,29999,1999,Urban,40.813599,-96.70261,1
52,Virginia Polytechnic Institute and State University,Blacksburg ,Virginia,Southeast,1872,39999,4499,Urban,37.225855,-80.410073,1
53,Florida State University,Tallahassee ,Florida,Southeast,1851,45000,2999,Urban,30.440741,-84.278328,1
54,University of South Florida,Tampa ,Florida,Southeast,1956,45000,2999,Urban,27.947423,-82.458776,1
55,Oregon State University,Corvallis ,Oregon,West,1868,39999,2499,Urban,44.571648,-123.277703,1
56,University of Massachusetts Amherst,Amherst ,Massachusetts,Northeast,1863,39999,1999,Suburban,42.375805,-72.519871,2
57,University of Georgia,Athens ,Georgia,Southeast,1785,44999,3499,Urban,33.957412,-83.376798,3
58,Brown University,Providence ,Rhode Island,Northeast,1764,14999,1499,Urban,41.824461,-71.412747,2
59,Iowa State University,Ames ,Iowa,Midwest,1858,39999,1999,Urban,42.026802,-93.620181,2
60,Brigham Young University,Provo ,Utah,West,1875,39999,2499,Urban,40.233677,-111.663926,2
61,University of Rochester,Rochester ,New York,Northeast,1850,14999,2999,Urban,43.155708,-77.612547,2
62,University of Iowa,Iowa City ,Iowa,Midwest,1847,39999,2999,Urban,41.66124,-91.530128,1
63,"University of California, Riverside",Riverside ,California,West,1954,24999,1499,Urban,33.980534,-117.377025,4
64,Washington State University,Pullman ,Washington,West,1890,34999,2499,Rural,46.729725,-117.181834,1
65,University of Delaware,Newark ,Delaware,Southeast,1743,24999,1999,Suburban,39.681656,-75.753614,1
66,Georgia State University,Atlanta ,Georgia,Southeast,1913,39999,1999,Urban,33.748547,-84.391502,3
67,William Marsh Rice University,Houston ,Texas,Southwest,1891,7999,999,Urban,29.760803,-95.369506,1
68,"University at Buffalo, State University of New York",Buffalo ,New York,Northeast,1846,34999,2499,Suburban,42.887691,-78.879374,2
69,Dartmouth College,Hanover ,New Hampshire,Northeast,1769,7999,999,Rural,43.700835,-72.289408,2
70,George Washington University,Washington ,District of Columbia,Northeast,1821,34999,2999,Urban,38.892062,-77.019912,2
71,Vanderbilt University,Nashville ,Tennessee,Southeast,1873,14999,1999,Urban,36.166687,-86.779932,2
72,Syracuse University,Syracuse ,New York,Northeast,1870,39999,1999,Urban,43.047945,-76.147448,2
73,Colorado State University,Fort Collins ,Colorado,West,1870,39999,2499,Urban,40.588972,-105.082459,2
74,University of Houston,Houston ,Texas,Southwest,1927,45000,1999,Urban,29.760803,-95.369506,1
75,George Mason University,Fairfax ,Virginia,Southeast,1957,45000,2999,Suburban,38.847183,-77.306292,2
76,University of Oregon,Eugene ,Oregon,West,1876,29999,2499,Urban,44.052153,-123.091195,1
77,"University of California, Santa Cruz",Santa Cruz ,California,West,1965,24999,899,Urban,36.97414,-122.028795,1
78,University of Illinois at Chicago,Chicago ,Illinois,Midwest,1858,34999,3999,Urban,41.883229,-87.632398,2
79,"University of California, San Francisco",San Francisco ,California,West,1864,3999,3499,Urban,37.78008,-122.420168,2
80,University of Notre Dame,Notre Dame ,Indiana,Midwest,1844,14999,1999,Suburban,41.705669,-86.247525,2
81,University of Connecticut,Storrs ,Connecticut,Northeast,1881,29999,2999,Rural,41.801124,-72.240997,2
82,Emory University,Atlanta ,Georgia,Southeast,1836,19999,3999,Suburban,33.748547,-84.391502,3
83,Temple University,Philadelphia ,Pennsylvania,Northeast,1884,44999,4499,Urban,39.951061,-75.16562,2
84,Northeastern University,Boston ,Massachusetts,Northeast,1898,29999,1999,Urban,42.358894,-71.056742,2
85,University of Missouri,Columbia ,Missouri,Midwest,1839,34999,3499,Urban,38.951551,-92.328594,2
86,University of Central Florida,Orlando ,Florida,Southeast,1963,45000,1999,Suburban,28.538331,-81.378879,2
87,University of Kansas,Lawrence ,Kansas,Midwest,1865,34999,3499,Urban,38.973037,-95.235957,2
88,University of Kentucky,Lexington ,Kentucky,Southeast,1865,34999,3499,Urban,38.046356,-84.497021,2
89,Florida International University,Miami ,Florida,Southeast,1965,45000,1999,Suburban,25.775084,-80.194702,2
90,University of New Mexico,Albuquerque ,New Mexico,Southwest,1889,34999,2999,Urban,35.084248,-106.649241,2
91,Drexel University,Philadelphia ,Pennsylvania,Northeast,1891,29999,2499,Urban,39.951061,-75.16562,2
92,"The University of Tennessee, Knoxville",Knoxville ,Tennessee,Southeast,1794,34999,2499,Urban,35.962631,-83.916677,2
93,Rochester Institute of Technology,Rochester ,New York,Northeast,1829,19999,1999,Suburban,43.155708,-77.612547,2
94,University of Miami,Coral Gables ,Florida,Southeast,1925,19999,3499,Suburban,25.710291,-80.268654,2
95,Louisiana State University,Baton Rouge ,Louisiana,Southeast,1860,34999,2499,Urban,30.443319,-91.187488,1
96,The University of Alabama,Tuscaloosa ,Alabama,Southeast,1831,44999,2499,Urban,33.210617,-87.565564,1
97,San Diego State University,San Diego ,California,West,1897,39999,1999,Urban,32.71576,-117.163817,4
98,American University,Washington ,District of Columbia,Northeast,1893,19999,1999,Suburban,38.892062,-77.019912,2
99,Boston College,Chestnut Hill ,Massachusetts,Northeast,1863,19999,1499,Urban,42.330601,-71.166702,2
100,Fordham University,The Bronx ,New York,Northeast,1841,19999,599,Urban,40.826153,-73.920265,2
101,The University of Oklahoma,Norman ,Oklahoma,Southwest,1890,34999,1999,Suburban,35.221051,-97.445943,2
102,University of Vermont,Burlington ,Vermont,Northeast,1791,19999,1999,Urban,44.475949,-73.212481,1
103,The University of Tennessee at Martin,Martin ,Tennessee,Southeast,1927,7999,499,Rural,36.343182,-88.850491,2
104,University of New Hampshire,Durham ,New Hampshire,Northeast,1866,19999,1499,Suburban,43.132924,-70.921226,2
105,Clemson University,Clemson ,South Carolina,Southeast,1889,29999,1999,Suburban,34.688685,-82.834885,2
106,University of Cincinnati,Cincinnati ,Ohio,Midwest,1819,44999,3999,Urban,39.104427,-84.513808,1
107,University of North Texas,Denton ,Texas,Southwest,1890,44999,1999,Urban,33.215533,-97.13245,2
108,University of South Carolina,Columbia ,South Carolina,Southeast,1801,39999,2499,Urban,34.009286,-81.037094,1
109,Southern Methodist University,Dallas ,Texas,Southwest,1911,14999,1499,Suburban,32.777977,-96.796215,1
110,"California State University, Northridge",Northridge ,California,West,1958,44999,2499,Urban,34.228298,-118.535797,2
111,San José State University,San José ,California,West,1857,39999,1999,Urban,37.334807,-121.888128,4
112,Utah State University,Logan ,Utah,West,1888,34999,1499,Urban,41.735211,-111.834857,2
113,Case Western Reserve University,Cleveland ,Ohio,Midwest,1826,14999,1999,Urban,41.505546,-81.6915,2
114,Virginia Commonwealth University,Richmond ,Virginia,Southeast,1838,34999,3499,Urban,37.540759,-77.433932,1
115,San Francisco State University,San Francisco ,California,West,1899,34999,1999,Urban,37.78008,-122.420168,2
116,Baylor University,Waco ,Texas,Southwest,1845,19999,1999,Urban,31.556767,-97.129989,2
117,Oklahoma State University,Stillwater ,Oklahoma,Southwest,1890,29999,1999,Rural,36.110175,-97.05857,2
118,Auburn University,Auburn ,Alabama,Southeast,1856,34999,1999,Urban,32.609077,-85.48172,1
119,West Virginia University,Morgantown ,West Virginia,Southeast,1867,34999,2999,Urban,39.629757,-79.955946,2
120,Rensselaer Polytechnic Institute,Troy ,New York,Northeast,1824,7999,599,Urban,42.727684,-73.691059,2
121,University of Alabama at Birmingham,Birmingham ,Alabama,Southeast,1969,24999,2999,Urban,33.522859,-86.807705,1
122,Texas Tech University,Lubbock ,Texas,Southwest,1923,39999,1999,Urban,33.583578,-101.855113,1
123,Florida Atlantic University,Boca Raton ,Florida,Southeast,1961,39999,1999,Urban,26.35052,-80.089831,2
124,Portland State University,Portland ,Oregon,West,1946,39999,1999,Urban,45.516018,-122.681425,1
125,College of William & Mary,Williamsburg ,Virginia,Southeast,1693,9999,999,Suburban,37.275563,-76.709017,1
126,Tulane University,New Orleans ,Louisiana,Southeast,1834,14999,1999,Urban,29.950621,-90.074948,1
127,Stony Brook University,Stony Brook ,New York,Northeast,1957,29999,2999,Suburban,40.925686,-73.141129,3
128,University of Wisconsin-Milwaukee,Milwaukee ,Wisconsin,Midwest,1885,29999,1999,Urban,43.041072,-87.909421,3
129,The University of Texas at Dallas,Richardson ,Texas,Southwest,1969,34999,1499,Urban,32.960761,-96.733518,1
130,Michigan Technological University,Houghton ,Michigan,Midwest,1885,7999,599,Rural,47.121239,-88.564482,2
131,Mississippi State University,Mississippi State ,Mississippi,Southeast,1878,24999,1499,Rural,33.460464,-88.780663,1
132,University of Denver,Denver ,Colorado,West,1864,14999,1499,Urban,39.738453,-104.984853,2
133,Kent State University,Kent ,Ohio,Midwest,1910,34999,1999,Suburban,41.149028,-81.360799,2
134,Wayne State University,Detroit ,Michigan,Midwest,1868,34999,2999,Urban,42.332916,-83.047853,4
135,Brandeis University,Waltham ,Massachusetts,Northeast,1948,6999,599,Urban,42.376228,-71.237058,2
136,The New School,New York City ,New York,Northeast,1919,14999,2499,Urban,40.713054,-74.007228,2
137,"University of Maryland, Baltimore County",Baltimore ,Maryland,Southeast,1966,19999,1499,Suburban,39.290443,-76.612333,2
138,"California State University, Long Beach",Long Beach ,California,West,1949,44999,2499,Urban,33.767168,-118.193723,4
139,Marquette University,Milwaukee ,Wisconsin,Midwest,1881,14999,1499,Urban,43.041072,-87.909421,3
140,Santa Clara University,Santa Clara ,California,West,1851,9999,899,Urban,37.352395,-121.953076,4
141,University of Arkansas,Fayetteville ,Arkansas,Southeast,1871,34999,1999,Urban,36.061928,-94.160583,2
142,Southern New Hampshire University,Manchester ,New Hampshire,Northeast,1932,45000,199,Urban,42.990926,-71.463091,2
143,Indiana University - Purdue University Indianapolis,Indianapolis ,Indiana,Midwest,1969,34999,4999,Urban,39.76845,-86.156212,2
144,Northern Illinois University,DeKalb ,Illinois,Midwest,1895,24999,1499,Suburban,41.929921,-88.751347,1
145,"University at Albany, State University of New York",Albany ,New York,Northeast,1844,24999,1499,Urban,42.651242,-73.755418,2
146,University of Rhode Island,Kingston ,Rhode Island,Northeast,1892,24999,1499,Suburban,41.479983,-71.523105,2
147,DePaul University,Chicago ,Illinois,Midwest,1898,29999,1999,Urban,41.883229,-87.632398,2
148,The University of Maine,Orono ,Maine,Northeast,1865,14999,899,Suburban,44.883468,-68.672168,1
149,Kansas State University,Manhattan ,Kansas,Midwest,1863,24999,5000,Rural,39.190363,-96.549656,2
150,"University of Nevada, Reno",Reno ,Nevada,West,1874,24999,2499,Urban,39.526903,-119.813283,1
151,Illinois Institute of Technology,Chicago ,Illinois,Midwest,1890,7999,799,Urban,41.883229,-87.632398,2
152,Liberty University,Lynchburg ,Virginia,Southeast,1971,45000,2999,Urban,37.414345,-79.143204,1
153,Loyola University Chicago,Chicago ,Illinois,Midwest,1870,19999,1999,Urban,41.883229,-87.632398,2
154,New Mexico State University,Las Cruces ,New Mexico,Southwest,1888,19999,1499,Suburban,32.316215,-106.780434,2
155,"California State University, Fullerton",Fullerton ,California,West,1957,45000,2499,Suburban,33.870345,-117.924302,5
156,"California Polytechnic State University, San Luis Obispo",San Luis Obispo ,California,West,1901,24999,1499,Suburban,35.282619,-120.660014,1
157,The University of Texas at San Antonio,San Antonio ,Texas,Southwest,1969,34999,1499,Urban,29.425173,-98.494599,1
158,"Binghamton University, State University of New York",Vestal ,New York,Northeast,1946,19999,1499,Suburban,42.085651,-76.049207,2
159,University of Wyoming,Laramie ,Wyoming,West,1886,14999,1499,Rural,41.311026,-105.593606,2
160,Northern Arizona University,Flagstaff ,Arizona,Southwest,1899,34999,1999,Urban,35.198177,-111.65132,1
161,University of Missouri-Kansas City,Kansas City ,Missouri,Midwest,1933,19999,1499,Urban,39.099792,-94.578559,2
162,Montana State University,Bozeman ,Montana,West,1893,19999,1499,Rural,45.679294,-111.046611,1
163,Wake Forest University,Winston-Salem ,North Carolina,Southeast,1834,8999,2499,Urban,36.096261,-80.243735,1
164,The University of Texas at Arlington,Arlington ,Texas,Southwest,1895,45000,1999,Urban,32.735594,-97.10711,2
165,Western Michigan University,Kalamazoo ,Michigan,Midwest,1903,29999,1499,Urban,42.289777,-85.584682,2
166,University of Idaho,Moscow ,Idaho,West,1889,14999,999,Rural,46.733689,-117.000002,1
167,"University of Nevada, Las Vegas",Las Vegas ,Nevada,West,1957,39999,1499,Urban,36.169202,-115.140597,1
168,The University of Texas MD Anderson Cancer Center,Houston ,Texas,Southwest,1941,999,50,Urban,29.760803,-95.369506,1
169,Bowling Green State University,Bowling Green ,Ohio,Midwest,1910,24999,1499,Suburban,41.374913,-83.650438,2
170,Oregon Health & Science University,Portland ,Oregon,West,1887,3999,2999,Urban,45.516018,-122.681425,1
171,James Madison University,Harrisonburg ,Virginia,Southeast,1908,24999,2499,Urban,38.435982,-78.88,1
172,Quinnipiac University,Hamden ,Connecticut,Northeast,1929,14999,699,Suburban,41.382918,-72.907743,2
173,University of Mississippi,University ,Mississippi,Southeast,1848,29999,2499,Rural,34.36379,-89.535826,1
174,Nova Southeastern University,Fort Lauderdale ,Florida,Southeast,1964,24999,1999,Suburban,26.124163,-80.143586,2
175,University of San Francisco,San Francisco ,California,West,1855,14999,1499,Urban,37.78008,-122.420168,2
176,Carleton College,Northfield ,Minnesota,Midwest,1866,2999,299,Rural,44.475627,-93.193244,1
177,University of Alaska Fairbanks,Fairbanks ,Alaska,Outside,1917,14999,899,Suburban,64.836661,-147.738891,1
178,Middlebury College,Middlebury ,Vermont,Northeast,1800,4999,399,Rural,44.014215,-73.166695,2
179,New Jersey Institute of Technology,Newark ,New Jersey,Northeast,1881,14999,799,Urban,40.731507,-74.174388,2
180,Ohio University,Athens ,Ohio,Midwest,1804,34999,1499,Rural,39.3292,-82.101165,2
181,Worcester Polytechnic Institute,Worcester ,Massachusetts,Northeast,1865,7999,599,Urban,42.262073,-71.802278,2
182,University of Louisville,Louisville ,Kentucky,Southeast,1798,24999,2999,Urban,38.256078,-85.751569,1
183,United States Air Force Academy,Colorado Springs ,Colorado,West,1954,4999,399,Suburban,38.835224,-104.819798,2
184,The University of Montana,Missoula ,Montana,West,1893,14999,899,Urban,46.872129,-113.994017,1
185,Texas State University,San Marcos ,Texas,Southwest,1899,44999,1999,Suburban,29.882083,-97.939985,1
186,Berklee College of Music,Boston ,Massachusetts,Northeast,1945,7999,899,Urban,42.358894,-71.056742,2
187,Pepperdine University,Malibu ,California,West,1937,8999,799,Suburban,34.035796,-118.691535,1
188,Wesleyan University,Middletown ,Connecticut,Northeast,1831,3999,499,Urban,41.544654,-72.651713,2
189,Lehigh University,Bethlehem ,Pennsylvania,Northeast,1865,7999,699,Urban,40.632222,-75.407938,2
190,Saint Louis University,St. Louis ,Missouri,Midwest,1818,19999,1999,Urban,38.630276,-90.200309,1
191,Appalachian State University,Boone ,North Carolina,Southeast,1899,24999,1999,Rural,36.20401,-81.669431,2
192,Swarthmore College,Swarthmore ,Pennsylvania,Northeast,1864,1999,299,Suburban,39.898491,-75.343882,2
193,Williams College,Williamstown ,Massachusetts,Northeast,1793,2999,499,Suburban,42.71235,-73.203801,2
194,University of North Dakota,Grand Forks ,North Dakota,Midwest,1883,19999,799,Urban,47.925705,-97.036068,2
195,Old Dominion University,Norfolk ,Virginia,Southeast,1930,29999,1999,Urban,36.846164,-76.285913,1
196,Bard College,Annandale-on-Hudson ,New York,Northeast,1860,2999,399,Suburban,42.012798,-73.9086,2
197,Southern Illinois University Carbondale,Carbondale ,Illinois,Midwest,1869,19999,1499,Urban,37.725277,-89.21672,1
198,Chapman University,Orange ,California,West,1861,14999,599,Suburban,33.791489,-117.853096,4
199,University of Massachusetts Boston,Boston ,Massachusetts,Northeast,1964,19999,1499,Urban,42.358894,-71.056742,2
200,Embry-Riddle Aeronautical University,Daytona Beach ,Florida,Southeast,1925,6999,499,Urban,29.207056,-81.020739,2
201,The University of Memphis,Memphis ,Tennessee,Southeast,1912,24999,1499,Urban,35.143378,-90.052136,1
202,"University of Maryland, Baltimore",Baltimore ,Maryland,Southeast,1807,7999,2999,Urban,39.290443,-76.612333,2
203,University of Richmond,Richmond ,Virginia,Southeast,1830,4999,699,Urban,37.540759,-77.433932,1
204,University of North Carolina at Greensboro,Greensboro ,North Carolina,Southeast,1891,24999,1499,Urban,36.072701,-79.793899,1
205,"California State Polytechnic University, Pomona",Pomona ,California,West,1938,29999,1499,Suburban,34.055118,-117.750048,1
206,University of Dayton,Dayton ,Ohio,Midwest,1850,14999,1499,Urban,39.760982,-84.192203,1
207,Pace University,New York City ,New York,Northeast,1906,14999,499,Urban,40.713054,-74.007228,2
208,University of North Carolina at Charlotte,Charlotte ,North Carolina,Southeast,1946,34999,1999,Urban,35.222936,-80.840161,1
209,"California State University, Sacramento",Sacramento ,California,West,1947,39999,1999,Urban,38.582087,-121.50012,1
210,"California State University, Chico",Chico ,California,West,1887,19999,999,Urban,39.728956,-121.838779,1
211,Western Washington University,Bellingham ,Washington,West,1893,19999,999,Urban,48.754899,-122.478122,2
212,Miami University,Oxford ,Ohio,Midwest,1809,24999,1499,Suburban,39.507394,-84.74566,2
213,Kennesaw State University,Kennesaw ,Georgia,Southeast,1963,39999,3499,Suburban,34.025354,-84.618822,2
214,Amherst College,Amherst ,Massachusetts,Northeast,1821,1999,299,Suburban,42.375805,-72.519871,2
215,Grand Valley State University,Allendale ,Michigan,Midwest,1960,29999,1999,Suburban,42.974574,-85.954088,3
216,Howard University,Washington ,District of Columbia,Northeast,1867,9999,1499,Urban,38.892062,-77.019912,2
217,Baylor College of Medicine,Houston ,Texas,Southwest,1900,1999,3999,Urban,29.760803,-95.369506,1
218,Calvin University,Grand Rapids ,Michigan,Midwest,1876,4999,299,Urban,42.965446,-85.670209,3
219,Clark University,Worcester ,Massachusetts,Northeast,1887,3999,299,Urban,42.262073,-71.802278,2
220,University of Massachusetts Lowell,Lowell ,Massachusetts,Northeast,1894,24999,1499,Suburban,42.645426,-71.3074,2
221,Smith College,Northampton ,Massachusetts,Northeast,1871,3999,499,Suburban,42.31952,-72.629756,2
222,Villanova University,Villanova ,Pennsylvania,Northeast,1842,14999,1499,Suburban,40.038043,-75.344449,2
223,University of Colorado Denver,Denver ,Colorado,West,1912,34999,5000,Urban,39.738453,-104.984853,2
224,Yeshiva University,New York City ,New York,Northeast,1886,6999,1499,Urban,40.713054,-74.007228,2
225,University of Akron,Akron ,Ohio,Midwest,1870,24999,1499,Urban,41.084821,-81.515607,2
226,Hofstra University,Hempstead ,New York,Northeast,1935,14999,1499,Suburban,40.7069,-73.620349,4
227,Creighton University,Omaha ,Nebraska,Midwest,1878,14999,1499,Urban,41.258652,-95.937195,1
228,The University of Texas at El Paso,El Paso ,Texas,Southwest,1914,29999,1499,Urban,31.76006,-106.492257,1
229,The Catholic University of America,Washington ,District of Columbia,Northeast,1887,6999,699,Urban,38.892062,-77.019912,2
230,University of San Diego,San Diego ,California,West,1949,9999,1499,Urban,32.71576,-117.163817,4
231,University of Michigan-Dearborn,Dearborn ,Michigan,Midwest,1959,14999,599,Suburban,42.322141,-83.17594,4
232,Mount Holyoke College,South Hadley ,Massachusetts,Northeast,1888,2999,299,Suburban,42.259426,-72.575368,2
233,Middle Tennessee State University,Murfreesboro ,Tennessee,Southeast,1911,29999,1499,Urban,35.845963,-86.391449,2
234,North Dakota State University,Fargo ,North Dakota,Midwest,1890,19999,799,Urban,46.87696,-96.784636,2
235,Seton Hall University,South Orange ,New Jersey,Northeast,1856,14999,599,Suburban,40.745776,-74.258015,2
236,Boise State University,Boise ,Idaho,West,1932,34999,1999,Urban,43.615791,-116.201579,1
237,Illinois State University,Normal ,Illinois,Midwest,1857,24999,1499,Suburban,40.518091,-88.995074,2
238,University of Northern Iowa,Cedar Falls ,Iowa,Midwest,1876,14999,799,Urban,42.537809,-92.4534,1
239,Bryn Mawr College,Bryn Mawr ,Pennsylvania,Northeast,1885,1999,299,Suburban,40.022711,-75.320873,2
240,United States Military Academy,West Point ,New York,Northeast,1802,4999,299,Suburban,41.401184,-73.97232,2
241,Babson College,Babson Park ,Massachusetts,Northeast,1919,4999,299,Suburban,42.298599,-71.260002,2
242,Bucknell University,Lewisburg ,Pennsylvania,Northeast,1846,3999,499,Rural,40.966311,-76.884932,2
243,Wellesley College,Wellesley ,Massachusetts,Northeast,1870,2999,499,Suburban,42.296927,-71.291858,2
244,Loyola Marymount University,Los Angeles ,California,West,1911,14999,1499,Urban,34.052238,-118.243344,2
245,Vassar College,Poughkeepsie ,New York,Northeast,1861,2999,399,Suburban,41.699322,-73.921694,2
246,University of Nebraska at Omaha,Omaha ,Nebraska,Midwest,1908,19999,1499,Urban,41.258652,-95.937195,1
247,Wright State University,Dayton ,Ohio,Midwest,1964,19999,899,Suburban,39.760982,-84.192203,1
248,Brigham Young University-Idaho,Rexburg ,Idaho,West,1888,45000,1499,Rural,43.826071,-111.789532,1
249,Cleveland State University,Cleveland ,Ohio,Midwest,1964,19999,1499,Urban,41.505546,-81.6915,2
250,Savannah College of Art and Design,Savannah ,Georgia,Southeast,1978,19999,699,Urban,32.08059,-81.090103,1
251,Colby College,Waterville ,Maine,Northeast,1813,2999,299,Rural,44.552839,-69.631309,1
252,University of Toledo,Toledo ,Ohio,Midwest,1872,24999,1999,Urban,41.655298,-83.535717,2
253,East Carolina University,Greenville ,North Carolina,Southeast,1907,34999,2499,Rural,35.611332,-77.3741,1
254,Montclair State University,Montclair ,New Jersey,Northeast,1908,24999,1999,Suburban,40.822167,-74.212664,2
255,Monmouth University,West Long Branch ,New Jersey,Northeast,1933,6999,399,Suburban,40.285867,-74.017419,2
256,Thomas Jefferson University,Philadelphia ,Pennsylvania,Northeast,1824,8999,2999,Urban,39.951061,-75.16562,2
257,Central Michigan University,Mount Pleasant ,Michigan,Midwest,1892,29999,1499,Rural,43.598106,-84.767574,4
258,Marist College,Poughkeepsie ,New York,Northeast,1929,7999,699,Suburban,41.699322,-73.921694,2
259,Humboldt State University,Arcata ,California,West,1913,9999,599,Rural,40.868186,-124.090548,1
260,Texas Christian University,Fort Worth ,Texas,Southwest,1873,14999,799,Urban,32.739977,-97.340038,2
261,Rasmussen College,St. Cloud ,Minnesota,Midwest,1900,9999,399,Urban,45.569048,-94.115542,2
262,Grand Canyon University,Phoenix ,Arizona,Southwest,1949,45000,5000,Urban,33.448204,-112.072585,4
263,Western Kentucky University,Bowling Green ,Kentucky,Southeast,1906,24999,1499,Urban,37.002405,-86.443486,1
264,Elon University,Elon ,North Carolina,Southeast,1889,7999,699,Suburban,36.10294,-79.506717,1
